iter	Logloss
449	0.2738682008
450	0.2737172961
451	0.2736544728
452	0.2734847617
453	0.2733342791
454	0.2731918693
455	0.2730773234
456	0.2729329705
457	0.272807889
458	0.2726678824
459	0.2725477457
460	0.272435782
461	0.2722695327
462	0.2719032693
463	0.2717629266
464	0.2715950084
465	0.271438427
466	0.2713070726
467	0.271163311
468	0.2710871744
469	0.2709616804
470	0.270849781
471	0.2706951189
472	0.2705264997
473	0.2704127288
474	0.2702730703
475	0.2700680137
476	0.2699699044
477	0.2698104692
478	0.2696593904
479	0.2695085859
480	0.2693362284
481	0.2691624665
482	0.268988688
483	0.2688425779
484	0.268725307
485	0.2685371089
486	0.2684219193
487	0.2682644892
488	0.2680682516
489	0.2679600596
490	0.2678272557
491	0.2676653814
492	0.2675565672
493	0.267391901
494	0.2672679281
495	0.2671596551
496	0.2670537353
497	0.2669393778
498	0.2668791389
499	0.2667556429
500	0.2665995765
501	0.2664810562
502	0.2663462305
503	0.2662287974
504	0.2661245394
505	0.2659321785
506	0.2658093739
507	0.2656551671
508	0.2655448937
509	0.2653815174
510	0.2651737785
511	0.2650519562
512	0.264910841
513	0.2647687244
514	0.2646544147
515	0.2645211458
516	0.2643511033
517	0.2642116046
518	0.2640263748
519	0.2639145947
520	0.2638027382
521	0.2637100339
522	0.2635708666
523	0.2634005904
524	0.2632664561
525	0.2631791067
526	0.2630950689
527	0.2629471779
528	0.2628435659
529	0.2626829624
530	0.2624887562
531	0.2623447657
532	0.2622472906
533	0.262104671
534	0.2619082046
535	0.261762886
536	0.2616303921
537	0.2615037489
538	0.2614220619
539	0.2612874413
540	0.2611391282
541	0.2610049558
542	0.2608848238
543	0.260718255
544	0.2603910923
545	0.260251689
546	0.2601669741
547	0.2600689363
548	0.2599157596
549	0.2597809386
550	0.2596309209
551	0.2594434977
552	0.2593110752
553	0.259190712
554	0.2590282345
555	0.258915143
556	0.258785634
557	0.2586483836
558	0.2585068846
559	0.2583959794
560	0.2582635999
561	0.2580972195
562	0.2579509497
563	0.257807591
564	0.2576940489
565	0.2575955129
566	0.2574290729
567	0.2573208404
568	0.2571518636
569	0.257048049
570	0.256908567
571	0.2567713022
572	0.2565951109
573	0.2564327693
574	0.256291945
575	0.2561493349
576	0.2560057497
577	0.2558869529
578	0.2557189369
579	0.255560751
580	0.2553717852
581	0.2552327275
582	0.255073874
583	0.2549490857
584	0.2548138428
585	0.2547208214
586	0.2546070457
587	0.2544578242
588	0.2543364644
589	0.2541985297
590	0.2541089606
591	0.2539611506
592	0.2538457036
593	0.2537272334
594	0.2535742903
595	0.2534559202
596	0.2533070564
597	0.2531794572
598	0.2530618501
599	0.2529165506
600	0.252794559
601	0.2526677561
602	0.2525457215
603	0.2523926187
604	0.2523054981
605	0.2521796131
606	0.2520775676
607	0.2519449234
608	0.2518244576
609	0.2517060351
610	0.2515782142
611	0.2514649677
612	0.2513512754
613	0.2512246585
614	0.2511016536
615	0.2510176039
616	0.2509031987
617	0.2507857704
618	0.250674386
619	0.2505474401
620	0.2503958797
621	0.2502668071
622	0.2501680589
623	0.2500728941
624	0.2499739361
625	0.2498048282
626	0.2496756744
627	0.2495565581
628	0.2494825649
629	0.2493308806
630	0.2491493344
631	0.249018364
632	0.248855443
633	0.2487165117
634	0.2486111474
635	0.2484509206
636	0.2483234954
637	0.2481813645
638	0.248010602
639	0.2478610492
640	0.2477177572
641	0.2475917315
642	0.2474756885
643	0.2473866582
644	0.2472204471
645	0.2471356559
646	0.2469983602
647	0.2468526983
648	0.246734817
649	0.2465926051
650	0.2464553499
651	0.2463251352
652	0.2462052011
653	0.2460873437
654	0.2459099722
655	0.245767436
656	0.2456512856
657	0.2455242658
658	0.2453816867
659	0.2452887535
660	0.2451757264
661	0.2449981093
662	0.244869504
663	0.2447307611
664	0.244620707
665	0.2445267653
666	0.2444340086
667	0.2443066835
668	0.2441946673
669	0.244087553
670	0.2439817429
671	0.2438391399
672	0.243764255
673	0.2436291194
674	0.2434580302
675	0.2433374262
676	0.243211422
677	0.2430532217
678	0.2429283643
679	0.2428036046
680	0.2427123427
681	0.2426106
682	0.2425377536
683	0.2424058676
684	0.2422843957
685	0.2421703053
686	0.2420533824
687	0.2419254088
688	0.2418369341
689	0.2416784358
690	0.2415644717
691	0.2414522409
692	0.2412928033
693	0.2412078428
694	0.2411657715
695	0.2409007478
696	0.2407618713
697	0.2406673312
698	0.2405246568
699	0.2404148173
700	0.2403249168
701	0.2401996756
702	0.2401259851
703	0.2400221825
704	0.2399138069
705	0.239756968
706	0.2396368027
707	0.2395468378
708	0.2394623876
709	0.2393309116
710	0.2392069221
711	0.2390982389
712	0.238978703
713	0.2388684773
714	0.2387869167
715	0.2386336637
716	0.2385203147
717	0.2383911204
718	0.2382833767
719	0.2381175613
720	0.2379763818
721	0.2378443885
722	0.2377265358
723	0.2375725722
724	0.2374906325
725	0.2373193622
726	0.2372446179
727	0.2371606874
728	0.237062006
729	0.2369664645
730	0.2368134737
731	0.2366891694
732	0.2365771866
733	0.2364620829
734	0.236338141
735	0.2362025905
736	0.2361079597
737	0.2360022116
738	0.2358879638
739	0.2357768631
740	0.2357042384
741	0.2356314659
742	0.2355325127
743	0.235421834
744	0.2353722239
745	0.2352783585
746	0.235143733
747	0.2350488234
748	0.2349082732
749	0.2347571588
750	0.2346238184
751	0.2345023799
752	0.2344035244
753	0.2342474651
754	0.2341625285
755	0.2340508533
756	0.2339434528
757	0.2338472986
758	0.2337258339
759	0.2335872674
760	0.2335064054
761	0.2333761311
762	0.2332294345
763	0.2330800152
764	0.2330017829
765	0.2328772235
766	0.2327394843
767	0.2326612854
768	0.2325643468
769	0.2324882317
770	0.2324217772
771	0.2323109794
772	0.2322091556
773	0.2321215177
774	0.2319828701
775	0.2318620968
776	0.2317211795
777	0.2316431999
778	0.2315461206
779	0.2314394546
780	0.2313158751
781	0.2312034726
782	0.2310554028
783	0.2309523058
784	0.2308135605
785	0.2306552649
786	0.2305448961
787	0.2304884481
788	0.2303663945
789	0.2302449322
790	0.2301559281
791	0.2300556207
792	0.2299615383
793	0.2298667192
794	0.2297774816
795	0.2296345115
796	0.2295372939
797	0.2294027638
798	0.2293216538
799	0.2291960406
800	0.2290785098
801	0.2289651155
802	0.2288712049
803	0.2287422109
804	0.2286643529
805	0.2285832882
806	0.2284961915
807	0.2283845592
808	0.2282809138
809	0.2281396532
810	0.2280055594
811	0.2279287386
812	0.2278411269
813	0.2277305651
814	0.2276508379
815	0.2275567651
816	0.2274339008
817	0.2273333359
818	0.227244792
819	0.2271240473
820	0.2270378399
821	0.2269412374
822	0.2268496442
823	0.2267284131
824	0.2266358089
825	0.2264956117
826	0.2263582826
827	0.2262787342
828	0.2261540461
829	0.2260545063
830	0.2259275675
831	0.2257997274
832	0.2257246304
833	0.2256135678
834	0.2255374503
835	0.2254545093
836	0.2253409338
837	0.2252639747
838	0.2251344728
839	0.2250457549
840	0.2249438024
841	0.2248537183
842	0.2247673917
843	0.2246785235
844	0.2245933223
845	0.2244856548
846	0.2243708086
847	0.2242801452
848	0.2242176485
849	0.22410079
850	0.2239732599
851	0.2237664533
852	0.2235313368
853	0.2234079313
854	0.223314147
855	0.2232354879
856	0.2231518197
857	0.2230459523
858	0.2229571128
859	0.2228820562
860	0.2227496982
861	0.2226519632
862	0.2225531864
863	0.2224605751
864	0.2223305869
865	0.2222292423
866	0.2221455216
867	0.222051332
868	0.2219077134
869	0.221797986
870	0.2216872978
871	0.2215798974
872	0.2214924121
873	0.221388042
874	0.2212753201
875	0.2211593866
876	0.2210285759
877	0.2208951139
878	0.2207830572
879	0.2206312895
880	0.2205351305
881	0.2204702854
882	0.2203458047
883	0.22020751
884	0.220099144
885	0.2200057721
886	0.2198877263
887	0.2198166561
888	0.2197346115
889	0.2196488476
890	0.2195770168
891	0.2195192242
892	0.2193706608
893	0.2192805576
894	0.219160521
895	0.2190950108
896	0.2190099216
897	0.2189075136
898	0.2187934947
899	0.2186846828
900	0.2185840368
901	0.21846349
902	0.2183751178
903	0.2182519126
904	0.2181390929
905	0.2180616617
906	0.2180033302
907	0.2178692174
908	0.2177952719
909	0.2176529646
910	0.2174978685
911	0.2173723841
912	0.2172848034
913	0.2172182679
914	0.2170918155
915	0.2169975948
916	0.2168767166
917	0.2167740464
918	0.2165888882
919	0.2165020061
920	0.216392045
921	0.2162722564
922	0.2162024164
923	0.2161155701
924	0.2160266352
925	0.2159301281
926	0.2157851577
927	0.2157101536
928	0.2156131458
929	0.2155330014
930	0.2154522848
931	0.2153508973
932	0.2152160454
933	0.2151388288
934	0.2150669861
935	0.2149865651
936	0.2148697019
937	0.2147871637
938	0.2146965528
939	0.2146380711
940	0.214547267
941	0.2144384503
942	0.2143275523
943	0.2142034483
944	0.2141666484
945	0.2140981197
946	0.2140139103
947	0.2138717604
948	0.2138009095
949	0.2136606359
950	0.2136048079
951	0.2134734178
952	0.2133427215
953	0.213280344
954	0.2132050443
955	0.2131082034
956	0.213048811
957	0.2129936051
958	0.212891798
959	0.2128224683
960	0.2126998663
961	0.2125912642
962	0.2124864006
963	0.2123607278
964	0.2122531676
965	0.2121744847
966	0.2120786738
967	0.211932497
968	0.2118412614
969	0.2117328501
970	0.2116165876
971	0.2115209341
972	0.2114101291
973	0.2112820935
974	0.2111837411
975	0.2110766387
976	0.2109974146
977	0.2109218717
978	0.2108343863
979	0.2107506132
980	0.2106345129
981	0.2104816628
982	0.2104084802
983	0.2103177691
984	0.2101538324
985	0.210040524
986	0.2099897432
987	0.2098708248
988	0.2097769499
989	0.2096851397
990	0.2095753741
991	0.2094957113
992	0.209430871
993	0.2092925072
994	0.2092203569
995	0.2091477251
996	0.2090189481
997	0.2088791013
998	0.2088039136
999	0.2087644339
